StudentSSN,Section_ID
670178227,309
670178227,27
670178227,186
608651863,191
608651863,79
608651863,155
608651863,60
608651863,80
608651863,107
608651863,9
576687226,102
576687226,171
576687226,118
576687226,32
576687226,248
576687226,256
576687226,222
174332696,131
174332696,18
174332696,146
174332696,85
174332696,263
174332696,16
444364698,51
444364698,220
444364698,139
444364698,202
444364698,252
629067319,34
629067319,245
629067319,264
629067319,83
629067319,263
629067319,72
100000036,186
100000036,119
100000036,36
100000036,214
100000036,146
100000036,162
545686211,72
545686211,176
545686211,23
545686211,267
545686211,166
545686211,263
545686211,239
959441262,314
959441262,291
959441262,89
959441262,66
959441262,102
959441262,155
959441262,272
123155514,137
123155514,176
123155514,99
123155514,134
123155514,258
951367056,175
951367056,96
951367056,276
951367056,21
951367056,171
951367056,253
947378132,180
947378132,64
947378132,252
947378132,105
947378132,224
947378132,221
100000051,192
100000051,180
100000051,52
100000051,248
100000051,216
100000054,189
100000054,296
100000054,258
100000054,36
100000054,60
100000054,284
100000076,110
100000076,261
100000076,255
100000076,18
100000076,88
100000076,107
100000076,171
553115802,266
553115802,213
553115802,299
553115802,318
553115802,40
553115802,3
553115802,149
652611160,201
652611160,242
652611160,242
652611160,157
652611160,42
652611160,180
652611160,250
925018754,249
925018754,29
925018754,97
925018754,120
925018754,306
568885552,182
568885552,128
568885552,144
568885552,234
931138684,11
931138684,94
931138684,301
931138684,310
931138684,52
931138684,46
931138684,4
173346369,46
173346369,192
173346369,149
173346369,160
173346369,248
984951643,46
984951643,259
984951643,136
984951643,244
984951643,90
984951643,207
351694746,250
351694746,142
351694746,216
351694746,257
351694746,24
351694746,96
351694746,223
713964741,240
713964741,199
713964741,246
713964741,53
713964741,68
713964741,191
655470897,128
655470897,167
655470897,233
655470897,108
200326629,213
200326629,236
200326629,185
200326629,192
200326629,239
200326629,308
200326629,85
920850538,147
920850538,165
920850538,239
920850538,275
920850538,237
586894827,287
586894827,26
586894827,221
586894827,111
586894827,234
354896138,290
354896138,216
354896138,22
354896138,2
354896138,34
354896138,78
354896138,171
300178145,39
300178145,280
300178145,163
300178145,317
300178145,257
381743739,292
381743739,145
381743739,273
381743739,306
381743739,82
632058071,116
632058071,178
632058071,128
632058071,76
632058071,282
632058071,179
175673079,86
175673079,175
175673079,18
175673079,1
175673079,127
175673079,251
175673079,155
365328759,185
365328759,176
365328759,268
365328759,21
365328759,294
365328759,155
365328759,13
523698157,31
523698157,19
523698157,315
523698157,85
523698157,8
100000029,315
100000029,27
100000029,284
100000029,122
380068897,187
380068897,19
380068897,93
380068897,273
380068897,87
380068897,57
538279222,290
538279222,263
538279222,249
538279222,228
538279222,123
705281293,20
705281293,52
705281293,17
705281293,305
705281293,317
705281293,109
204673498,169
204673498,60
204673498,34
204673498,176
204673498,297
204673498,292
709464906,97
709464906,104
709464906,202
709464906,236
709464906,46
709464906,31
385332923,207
385332923,148
385332923,205
385332923,251
385332923,148
354735680,136
354735680,153
354735680,139
354735680,8
354735680,214
114203867,313
114203867,110
114203867,146
114203867,188
114203867,165
100000060,245
100000060,279
100000060,18
100000060,65
100000060,239
532010062,206
532010062,265
532010062,100
532010062,210
532010062,190
532010062,195
245120297,314
245120297,252
245120297,169
245120297,174
245120297,24
288593626,154
288593626,223
288593626,311
288593626,107
288593626,10
865728004,316
865728004,200
865728004,212
865728004,277
865728004,133
865728004,285
226323832,69
226323832,220
226323832,23
226323832,58
226323832,270
643940275,250
643940275,285
643940275,185
643940275,174
643940275,154
562361311,17
562361311,23
562361311,250
562361311,277
562361311,28
562361311,294
126902403,240
126902403,189
126902403,195
126902403,103
126902403,266
126902403,202
126902403,311
863425755,90
863425755,19
863425755,231
863425755,154
863425755,56
863425755,136
693959601,41
693959601,287
693959601,188
693959601,71
693959601,297
548952570,120
548952570,287
548952570,286
548952570,95
548952570,270
691369051,11
691369051,100
691369051,214
691369051,198
691369051,65
691369051,153
622244780,178
622244780,35
622244780,105
622244780,213
622244780,18
622244780,166
974650131,94
974650131,182
974650131,58
974650131,50
974650131,309
974650131,69
878803525,130
878803525,4
878803525,246
878803525,251
878803525,190
878803525,212
750176742,147
750176742,281
750176742,49
750176742,275
325266190,27
325266190,31
325266190,247
325266190,82
325266190,110
325266190,229
100000028,191
100000028,148
100000028,284
100000028,112
100000028,177
100000028,249
100000009,43
100000009,210
100000009,111
100000009,168
100000009,56
626067603,69
626067603,34
626067603,163
626067603,28
626067603,149
129280263,139
129280263,308
129280263,280
129280263,27
129280263,255
609492883,86
609492883,208
609492883,221
609492883,71
609492883,14
609492883,61
273069947,283
273069947,286
273069947,309
273069947,211
728533392,157
728533392,82
728533392,74
728533392,265
728533392,212
728533392,29
598032398,58
598032398,267
598032398,90
598032398,10
598032398,51
546664614,208
546664614,214
546664614,271
546664614,46
546664614,270
546664614,129
484315908,141
484315908,254
484315908,117
484315908,99
484315908,20
484315908,269
665866163,188
665866163,265
665866163,314
665866163,200
665866163,66
665866163,212
305548431,157
305548431,74
305548431,15
305548431,295
305548431,32
305548431,220
826354697,240
826354697,118
826354697,251
826354697,279
826354697,185
826354697,210
789313016,55
789313016,250
789313016,1
789313016,202
789313016,144
427441052,252
427441052,92
427441052,186
427441052,58
427441052,52
427441052,22
427441052,49
962003519,104
962003519,251
962003519,248
962003519,317
962003519,318
204569801,64
204569801,81
204569801,125
204569801,85
992677232,7
992677232,146
992677232,303
992677232,282
992677232,225
992677232,22
992677232,121
222772332,123
222772332,209
222772332,136
222772332,318
222772332,139
222772332,178
100000096,203
100000096,84
100000096,170
100000096,228
100000096,44
100000096,82
100000096,217
675345800,39
675345800,162
675345800,298
675345800,218
675345800,83
675345800,26
438701890,11
438701890,162
438701890,98
438701890,217
438701890,81
459333929,255
459333929,39
459333929,143
459333929,248
459333929,282
459333929,32
459333929,300
784358717,85
784358717,179
784358717,76
784358717,144
784358717,259
784358717,246
784358717,10
100000033,14
100000033,212
100000033,199
100000033,205
100000033,298
100000033,312
100000033,145
100000086,161
100000086,58
100000086,34
100000086,319
100000086,225
100000086,12
100000008,44
100000008,304
100000008,75
100000008,119
100000008,35
653139111,183
653139111,202
653139111,169
653139111,72
653139111,259
653139111,64
653139111,218
109730698,22
109730698,86
109730698,29
109730698,1
109730698,82
109730698,70
109730698,97
811705918,292
811705918,158
811705918,161
811705918,201
811705918,16
858977303,193
858977303,294
858977303,254
858977303,54
858977303,313
858977303,225
920150314,181
920150314,254
920150314,54
920150314,252
920150314,196
559519684,30
559519684,58
559519684,193
559519684,61
559519684,76
412722540,95
412722540,178
412722540,276
412722540,77
412722540,15
439516495,186
439516495,195
439516495,259
439516495,181
976061078,159
976061078,31
976061078,159
976061078,33
976061078,160
976061078,281
976061078,137
642064066,204
642064066,112
642064066,10
642064066,125
642064066,244
239723563,253
239723563,136
239723563,233
239723563,239
239723563,52
239723563,37
239723563,214
768332960,100
768332960,25
768332960,295
768332960,250
768332960,107
768332960,289
420943618,76
420943618,59
420943618,212
420943618,88
420943618,241
420943618,202
689586330,188
689586330,198
689586330,28
689586330,39
689586330,156
689586330,153
272348825,27
272348825,261
272348825,131
272348825,300
272348825,45
272348825,60
272348825,78
630763594,51
630763594,279
630763594,164
630763594,296
630763594,99
630763594,83
630763594,305
452066640,160
452066640,239
452066640,260
452066640,65
452066640,241
452066640,321
605425137,37
605425137,203
605425137,260
605425137,28
605425137,21
605425137,161
605425137,281
100000025,131
100000025,176
100000025,228
100000025,284
100000025,53
100000025,40
841368422,230
841368422,80
841368422,110
841368422,49
841368422,3
841368422,123
841368422,195
704418877,243
704418877,155
704418877,128
704418877,176
704418877,127
704418877,81
704418877,14
936650072,240
936650072,7
936650072,175
936650072,108
936650072,204
936650072,89
939233821,261
939233821,282
939233821,182
939233821,143
939233821,33
939233821,263
939233821,91
941330580,212
941330580,162
941330580,262
941330580,264
941330580,289
941330580,131
372745862,225
372745862,309
372745862,2
372745862,184
372745862,168
372745862,166
315730461,163
315730461,91
315730461,275
315730461,17
315730461,39
315730461,31
423003161,119
423003161,147
423003161,204
423003161,125
768048671,296
768048671,106
768048671,287
768048671,88
768048671,115
768048671,166
768048671,44
311401416,195
311401416,26
311401416,282
311401416,34
311401416,182
311401416,5
311401416,147
100000061,202
100000061,318
100000061,216
100000061,156
100000061,142
842727338,197
842727338,152
842727338,170
842727338,22
842727338,229
842727338,113
459870631,121
459870631,120
459870631,125
459870631,173
459870631,182
459870631,172
100000018,131
100000018,225
100000018,210
100000018,178
481585099,313
481585099,308
481585099,251
481585099,62
481585099,24
481585099,313
100000047,132
100000047,296
100000047,288
100000047,105
100000047,49
100000047,203
834118527,136
834118527,140
834118527,234
834118527,210
834118527,117
834118527,232
508175756,18
508175756,58
508175756,249
508175756,232
508175756,181
508175756,89
100000088,262
100000088,267
100000088,74
100000088,68
100000088,52
100000088,280
100000088,138
673823620,259
673823620,43
673823620,119
673823620,72
673823620,178
673823620,318
818977738,59
818977738,231
818977738,271
818977738,31
818977738,52
572224617,131
572224617,209
572224617,163
572224617,306
572224617,142
747380244,21
747380244,138
747380244,78
747380244,39
747380244,49
747380244,169
249430699,158
249430699,183
249430699,95
249430699,94
249430699,56
249430699,282
444794052,296
444794052,290
444794052,160
444794052,11
444794052,223
444794052,179
448950483,248
448950483,194
448950483,170
448950483,284
448950483,267
448950483,202
448950483,46
944480866,67
944480866,216
944480866,136
944480866,227
944480866,134
944480866,314
724134517,269
724134517,42
724134517,180
724134517,238
724134517,6
724134517,230
724134517,145
951402384,97
951402384,231
951402384,23
951402384,97
951402384,202
951402384,132
736252074,167
736252074,115
736252074,161
736252074,249
135467474,290
135467474,155
135467474,48
135467474,191
135467474,130
135467474,98
532373775,275
532373775,221
532373775,17
532373775,43
532373775,311
100000093,1
100000093,197
100000093,123
100000093,57
100000093,178
100000093,295
291301763,155
291301763,68
291301763,70
291301763,157
291301763,93
291301763,214
656843612,43
656843612,260
656843612,126
656843612,162
656843612,51
656843612,78
734381336,8
734381336,276
734381336,321
734381336,296
734381336,289
985381569,90
985381569,266
985381569,20
985381569,263
985381569,133
985381569,24
985381569,280
122610077,85
122610077,188
122610077,233
122610077,76
122610077,315
122610077,221
929736750,285
929736750,266
929736750,46
929736750,65
929736750,286
929736750,267
734475637,43
734475637,7
734475637,245
734475637,270
126201917,320
126201917,287
126201917,10
126201917,179
126201917,10
126201917,27
126201917,146
100000044,221
100000044,33
100000044,68
100000044,182
100000044,86
935311638,184
935311638,197
935311638,196
935311638,77
935311638,74
935311638,50
935311638,49
182466487,300
182466487,236
182466487,66
182466487,79
182466487,47
182466487,186
809227630,221
809227630,150
809227630,73
809227630,128
809227630,309
809227630,152
809227630,70
592694106,153
592694106,98
592694106,269
592694106,67
592694106,255
557024415,156
557024415,265
557024415,169
557024415,67
557024415,132
557024415,72
100000019,241
100000019,243
100000019,133
100000019,129
100000019,164
100000019,2
293186456,12
293186456,252
293186456,203
293186456,282
293186456,124
293186456,33
149973719,275
149973719,97
149973719,138
149973719,175
149973719,140
149973719,151
149973719,61
962139099,218
962139099,28
962139099,289
962139099,143
962139099,248
962139099,226
962139099,260
305615009,170
305615009,319
305615009,24
305615009,246
305615009,35
305615009,119
305615009,191
972109917,194
972109917,58
972109917,82
972109917,191
972109917,250
972109917,277
396683565,204
396683565,141
396683565,308
396683565,260
396683565,269
396683565,127
396683565,227
817303771,141
817303771,191
817303771,268
817303771,19
817303771,144
817303771,111
969182868,140
969182868,70
969182868,215
969182868,155
969182868,199
969182868,89
969182868,103
174631601,311
174631601,59
174631601,265
174631601,36
174631601,264
174631601,203
100000081,317
100000081,146
100000081,167
100000081,220
100000081,231
359196383,274
359196383,167
359196383,75
359196383,21
359196383,172
359196383,74
988405591,137
988405591,64
988405591,229
988405591,49
988405591,25
988405591,121
918394307,179
918394307,273
918394307,265
918394307,294
918394307,220
918394307,73
918394307,136
165090933,155
165090933,82
165090933,290
165090933,165
165090933,164
165090933,189
100000031,166
100000031,191
100000031,257
100000031,160
100000031,305
100000031,297
378989510,246
378989510,23
378989510,53
378989510,319
378989510,121
378989510,263
686895345,290
686895345,13
686895345,230
686895345,299
686895345,189
686895345,24
686895345,168
451218285,225
451218285,267
451218285,90
451218285,20
451218285,291
236904003,148
236904003,189
236904003,317
236904003,223
236904003,52
236904003,175
784151492,21
784151492,182
784151492,109
784151492,69
784151492,284
784151492,316
784151492,3
197458669,35
197458669,233
197458669,257
197458669,231
197458669,224
627517641,147
627517641,95
627517641,156
627517641,272
627517641,134
627517641,45
699678615,92
699678615,228
699678615,174
699678615,176
699678615,174
792385108,264
792385108,72
792385108,164
792385108,201
376664011,226
376664011,40
376664011,101
376664011,111
376664011,23
376664011,66
772580855,44
772580855,95
772580855,6
772580855,309
772580855,226
772580855,205
772580855,4
394365269,68
394365269,268
394365269,70
394365269,33
394365269,101
907951242,13
907951242,226
907951242,264
907951242,110
907951242,286
992315967,163
992315967,102
992315967,115
992315967,54
992315967,312
659413809,253
659413809,196
659413809,173
659413809,209
659413809,38
659413809,127
659413809,111
100000089,226
100000089,205
100000089,256
100000089,293
100000089,61
100000089,51
100000089,73
371770700,140
371770700,206
371770700,63
371770700,137
371770700,308
371770700,280
528602885,127
528602885,245
528602885,78
528602885,302
528602885,233
528602885,35
525268183,263
525268183,125
525268183,239
525268183,61
525268183,87
388211450,318
388211450,246
388211450,40
388211450,244
388211450,17
961243520,44
961243520,190
961243520,46
961243520,70
961243520,143
989916266,272
989916266,254
989916266,5
989916266,33
989916266,171
989916266,53
589805086,189
589805086,320
589805086,57
589805086,65
589805086,285
589805086,298
547635042,18
547635042,15
547635042,134
547635042,304
547635042,169
450010674,148
450010674,321
450010674,72
450010674,126
450010674,124
546222657,242
546222657,276
546222657,146
546222657,318
546222657,268
546222657,42
980343898,21
980343898,296
980343898,197
980343898,128
980343898,186
985075643,88
985075643,51
985075643,184
985075643,55
959151452,152
959151452,87
959151452,236
959151452,28
959151452,227
704371183,250
704371183,217
704371183,8
704371183,224
704371183,225
704371183,61
704371183,174
932770935,57
932770935,264
932770935,47
932770935,139
932770935,187
140854214,264
140854214,250
140854214,172
140854214,70
140854214,295
140854214,202
140854214,36
100000012,272
100000012,100
100000012,5
100000012,233
100000012,171
100000012,230
100000012,225
954328143,63
954328143,38
954328143,266
954328143,125
954328143,151
954328143,257
954328143,313
868356701,51
868356701,200
868356701,191
868356701,153
868356701,149
868356701,183
100000013,225
100000013,153
100000013,207
100000013,188
100000013,123
100000013,234
837349019,106
837349019,9
837349019,60
837349019,253
837349019,85
398790005,96
398790005,32
398790005,312
398790005,321
100000078,14
100000078,104
100000078,173
100000078,28
100000078,295
100000078,40
100000007,21
100000007,19
100000007,41
100000007,302
100000007,148
100000007,121
644201171,194
644201171,226
644201171,301
644201171,106
644201171,222
256215940,248
256215940,142
256215940,183
256215940,136
501266473,63
501266473,65
501266473,180
501266473,31
501266473,79
501266473,241
501266473,314
692505615,61
692505615,105
692505615,112
692505615,110
692505615,44
692505615,205
197937220,140
197937220,74
197937220,303
197937220,290
197937220,91
197937220,73
197937220,316
848463319,275
848463319,55
848463319,287
848463319,122
848463319,319
848463319,120
100000021,88
100000021,85
100000021,200
100000021,60
100000021,136
100000021,113
296542833,212
296542833,185
296542833,18
296542833,157
296542833,194
296542833,223
296542833,306
208560084,278
208560084,80
208560084,113
208560084,87
208560084,175
912615981,239
912615981,289
912615981,305
912615981,213
912615981,177
912615981,137
667047595,230
667047595,307
667047595,227
667047595,285
667047595,175
667047595,57
667047595,128
100000091,157
100000091,271
100000091,9
100000091,42
100000091,76
100000091,82
246310500,93
246310500,113
246310500,222
246310500,259
246310500,193
315727734,171
315727734,152
315727734,62
315727734,125
315727734,179
719207995,194
719207995,277
719207995,271
719207995,202
490512206,280
490512206,301
490512206,188
490512206,293
490512206,205
490512206,7
602696012,301
602696012,259
602696012,109
602696012,47
100000006,206
100000006,46
100000006,8
100000006,310
230419529,39
230419529,191
230419529,238
230419529,39
954729948,144
954729948,211
954729948,308
954729948,62
954729948,242
327094002,154
327094002,217
327094002,195
327094002,230
327094002,20
833125144,138
833125144,192
833125144,85
833125144,250
100000005,169
100000005,151
100000005,19
100000005,29
780161480,38
780161480,21
780161480,143
780161480,287
107110226,138
107110226,283
107110226,255
107110226,187
117355142,190
117355142,313
117355142,102
117355142,174
688777625,37
688777625,197
688777625,7
688777625,36
787560780,139
787560780,204
787560780,140
787560780,99
824566824,305
824566824,134
824566824,320
350825420,180
350825420,34
350825420,220
350825420,103
350825420,62
808966474,171
808966474,59
808966474,19
808966474,185
808966474,244
808966474,313
808966474,169
100000046,111
100000046,302
100000046,280
384921160,317
384921160,170
384921160,63
384921160,207
384921160,72
384921160,79
317026478,290
317026478,274
317026478,205
317026478,206
317026478,75
317026478,118
857184401,227
857184401,104
857184401,58
703371040,240
703371040,207
703371040,316
378099207,101
378099207,208
378099207,80
937564802,252
937564802,195
937564802,194
937564802,220
937564802,136
937564802,6
854481856,15
854481856,19
854481856,92
792693264,204
792693264,216
792693264,172
792693264,110
792693264,125
792693264,245
940867683,270
940867683,24
940867683,30
542536212,253
542536212,112
542536212,212
845842315,126
845842315,27
845842315,201
845842315,87
845842315,2
845842315,47
155022875,28
155022875,243
155022875,198
100000037,306
100000037,74
100000037,64
100000037,15
100000037,308
100000037,127
359578474,281
359578474,198
159057629,291
159057629,17
746423780,231
746423780,21
746423780,100
746423780,283
746423780,100
360724385,141
360724385,5
552839373,29
552839373,194
552839373,264
552839373,297
541880068,123
541880068,189
315859447,208
315859447,59
315859447,56
315859447,293
248395736,127
248395736,284
248395736,275
248395736,317
420861378,243
420861378,227
420861378,163
420861378,55
420861378,196
660296604,146
660296604,157
660296604,213
660296604,47
660296604,89
660296604,241
100000002,264
100000002,262
100000002,253
100000002,11
100000002,209
100000002,1
569709267,299
569709267,301
